DP_ID,gas,MARKET_DOMAIN_DESCR,MOD_VOLUME_CONSUMPTION,Sum.of.Sales_CR,ZIPcode,TIMESTAMP...Year,TIMESTAMP...Month,x,dateNumber
148,NI,T&R,445170.9629,-0.388741622,5287,2017,May,2017-May,19
178,NI,T&R,92217.04308,0.398252362,3492,2015,November,2015-November,1
178,NI,T&R,4217.311392,0.398252362,3492,2015,December,2015-December,2
178,NI,T&R,9679.49745,0.398252362,3492,2016,February,2016-February,4
178,NI,T&R,23464.41271,0.398252362,3492,2016,March,2016-March,5
178,NI,T&R,20642.72801,0.398252362,3492,2016,April,2016-April,6
178,NI,T&R,20316.8789,0.398252362,3492,2016,May,2016-May,7
178,NI,T&R,87800.41561,0.398252362,3492,2016,June,2016-June,8
178,NI,T&R,51972.93209,0.398252362,3492,2016,July,2016-July,9
178,NI,T&R,46880.60349,0.398252362,3492,2016,August,2016-August,10
178,NI,T&R,31490.78776,0.398252362,3492,2016,September,2016-September,11
178,NI,T&R,35177.18984,0.398252362,3492,2016,October,2016-October,12
178,NI,T&R,37239.02813,0.398252362,3492,2016,November,2016-November,13
178,NI,T&R,48760.3221,0.398252362,3492,2016,December,2016-December,14
178,NI,T&R,45424.58235,0.398252362,3492,2017,January,2017-January,15
178,NI,T&R,45612.7883,0.398252362,3492,2017,February,2017-February,16
178,NI,T&R,36656.1515,0.398252362,3492,2017,March,2017-March,17
178,NI,T&R,38353.75043,0.398252362,3492,2017,April,2017-April,18
178,NI,T&R,42495.21763,0.398252362,3492,2017,May,2017-May,19
219,NI,A&F,30438.51698,-0.139912107,4692,2015,December,2015-December,2
219,NI,A&F,35553.79437,-0.139912107,4692,2016,January,2016-January,3
219,NI,A&F,29490.76115,-0.139912107,4692,2016,February,2016-February,4
219,NI,A&F,61556.37144,-0.139912107,4692,2016,March,2016-March,5
219,NI,A&F,32691.89711,-0.139912107,4692,2016,April,2016-April,6
219,NI,A&F,15932.88768,-0.139912107,4692,2017,February,2017-February,16
219,NI,A&F,23688.33741,-0.139912107,4692,2017,March,2017-March,17
219,NI,A&F,2889.709344,-0.139912107,4692,2017,May,2017-May,19
228,NI,T&R,71644.84557,-0.506495477,6291,2015,November,2015-November,1
228,NI,T&R,65109.627,-0.506495477,6291,2015,December,2015-December,2
228,NI,T&R,69617.4738,-0.506495477,6291,2016,January,2016-January,3
228,NI,T&R,45810.8259,-0.506495477,6291,2016,February,2016-February,4
228,NI,T&R,29254.1868,-0.506495477,6291,2016,March,2016-March,5
228,NI,T&R,45760.6644,-0.506495477,6291,2017,February,2017-February,16
228,NI,T&R,177956.2815,-0.506495477,6291,2017,March,2017-March,17
228,NI,T&R,128667.5916,-0.506495477,6291,2017,April,2017-April,18
228,NI,T&R,106402.5738,-0.506495477,6291,2017,May,2017-May,19
240,NI,T&R,60860.28792,-0.557098696,0,2015,November,2015-November,1
240,NI,T&R,13902.62475,-0.557098696,0,2015,December,2015-December,2
240,NI,T&R,23439.19725,-0.557098696,0,2016,February,2016-February,4
240,NI,T&R,2083.704,-0.557098696,0,2016,March,2016-March,5
240,NI,T&R,27564.5685,-0.557098696,0,2017,February,2017-February,16
240,NI,T&R,111936.447,-0.557098696,0,2017,March,2017-March,17
240,NI,T&R,103669.2195,-0.557098696,0,2017,April,2017-April,18
240,NI,T&R,103934.628,-0.557098696,0,2017,May,2017-May,19
244,NI,Others,77765.74164,-0.510435148,4988,2015,November,2015-November,1
244,NI,Others,26894.57775,-0.510435148,4988,2015,December,2015-December,2
244,NI,Others,30825.58928,-0.510435148,4988,2016,August,2016-August,10
244,NI,Others,131441.6668,-0.510435148,4988,2016,September,2016-September,11
244,NI,Others,136372.6921,-0.510435148,4988,2016,October,2016-October,12
244,NI,Others,145195.7528,-0.510435148,4988,2016,November,2016-November,13
244,NI,Others,174501.2767,-0.510435148,4988,2016,December,2016-December,14
244,NI,Others,154300.5546,-0.510435148,4988,2017,January,2017-January,15
244,NI,Others,155568.9461,-0.510435148,4988,2017,February,2017-February,16
244,NI,Others,188399.0172,-0.510435148,4988,2017,March,2017-March,17
244,NI,Others,157321.7541,-0.510435148,4988,2017,April,2017-April,18
244,NI,Others,150235.9109,-0.510435148,4988,2017,May,2017-May,19
270,NI,T&R,113855.1147,-0.388741622,5287,2015,November,2015-November,1
270,NI,T&R,8252.168688,-0.388741622,5287,2015,December,2015-December,2
270,NI,T&R,5236.771424,-0.388741622,5287,2016,January,2016-January,3
270,NI,T&R,21149.13622,-0.388741622,5287,2016,February,2016-February,4
270,NI,T&R,14196.11694,-0.388741622,5287,2016,March,2016-March,5
270,NI,T&R,6020.16029,-0.388741622,5287,2016,April,2016-April,6
270,NI,T&R,11226.21058,-0.388741622,5287,2016,May,2016-May,7
270,NI,T&R,16712.29581,-0.388741622,5287,2016,June,2016-June,8
270,NI,T&R,12650.60768,-0.388741622,5287,2016,July,2016-July,9
270,NI,T&R,7127.893415,-0.388741622,5287,2016,August,2016-August,10
270,NI,T&R,7833.297869,-0.388741622,5287,2016,September,2016-September,11
270,NI,T&R,6560.734055,-0.388741622,5287,2016,October,2016-October,12
270,NI,T&R,17518.72552,-0.388741622,5287,2016,November,2016-November,13
270,NI,T&R,26239.39147,-0.388741622,5287,2016,December,2016-December,14
270,NI,T&R,20892.14213,-0.388741622,5287,2017,January,2017-January,15
270,NI,T&R,20092.80191,-0.388741622,5287,2017,February,2017-February,16
270,NI,T&R,20511.67273,-0.388741622,5287,2017,March,2017-March,17
270,NI,T&R,12499.36519,-0.388741622,5287,2017,April,2017-April,18
270,NI,T&R,21289.74448,-0.388741622,5287,2017,May,2017-May,19
272,OX,MD,17361.81125,-0.475529975,5746,2015,November,2015-November,1
272,OX,MD,5332.50657,-0.475529975,5746,2015,December,2015-December,2
272,OX,MD,12474.76941,-0.475529975,5746,2016,February,2016-February,4
272,OX,MD,10329.36912,-0.475529975,5746,2016,March,2016-March,5
272,OX,MD,9069.192135,-0.475529975,5746,2016,April,2016-April,6
272,OX,MD,29049.83874,-0.475529975,5746,2016,May,2016-May,7
272,OX,MD,30186.03911,-0.475529975,5746,2016,June,2016-June,8
272,OX,MD,28961.39201,-0.475529975,5746,2016,July,2016-July,9
272,OX,MD,29417.23287,-0.475529975,5746,2016,August,2016-August,10
272,OX,MD,27946.14444,-0.475529975,5746,2016,September,2016-September,11
272,OX,MD,28787.52236,-0.475529975,5746,2016,October,2016-October,12
272,OX,MD,27714.82221,-0.475529975,5746,2016,November,2016-November,13
272,OX,MD,27784.37007,-0.475529975,5746,2016,December,2016-December,14
272,OX,MD,30887.56535,-0.475529975,5746,2017,January,2017-January,15
272,OX,MD,25794.69651,-0.475529975,5746,2017,February,2017-February,16
272,OX,MD,31270.07858,-0.475529975,5746,2017,March,2017-March,17
272,OX,MD,28082.21634,-0.475529975,5746,2017,April,2017-April,18
272,OX,MD,29420.25669,-0.475529975,5746,2017,May,2017-May,19
278,NI,T&R,103987.3156,-0.471584353,1399,2015,November,2015-November,1
278,NI,T&R,8653.680802,-0.471584353,1399,2015,December,2015-December,2
278,NI,T&R,25325.34281,-0.471584353,1399,2016,February,2016-February,4
278,NI,T&R,56508.7117,-0.471584353,1399,2016,March,2016-March,5
278,NI,T&R,44797.15477,-0.471584353,1399,2016,April,2016-April,6
278,NI,T&R,45813.8246,-0.471584353,1399,2016,May,2016-May,7
278,NI,T&R,46004.12242,-0.471584353,1399,2016,June,2016-June,8
278,NI,T&R,49669.97759,-0.471584353,1399,2016,July,2016-July,9
278,NI,T&R,37681.58978,-0.471584353,1399,2016,August,2016-August,10
278,NI,T&R,17158.64461,-0.471584353,1399,2017,February,2017-February,16
278,NI,T&R,68520.32483,-0.471584353,1399,2017,March,2017-March,17
278,NI,T&R,67649.37518,-0.471584353,1399,2017,April,2017-April,18
278,NI,T&R,78101.14558,-0.471584353,1399,2017,May,2017-May,19
288,NI,F&P,83607.62071,-0.551440209,7389,2015,November,2015-November,1
288,NI,F&P,75285.29375,-0.551440209,7389,2015,December,2015-December,2
288,NI,F&P,64469.66517,-0.551440209,7389,2016,January,2016-January,3
288,NI,F&P,28557.7147,-0.551440209,7389,2016,February,2016-February,4
288,NI,F&P,2454.06386,-0.551440209,7389,2016,March,2016-March,5
288,NI,F&P,13404.94134,-0.551440209,7389,2016,September,2016-September,11
288,NI,F&P,60433.26856,-0.551440209,7389,2016,October,2016-October,12
288,NI,F&P,2344323.658,-0.551440209,7389,2016,November,2016-November,13
288,NI,F&P,115663.8549,-0.551440209,7389,2016,December,2016-December,14
288,NI,F&P,21721.93979,-0.551440209,7389,2017,February,2017-February,16
288,NI,F&P,83533.64106,-0.551440209,7389,2017,March,2017-March,17
288,NI,F&P,68351.49237,-0.551440209,7389,2017,April,2017-April,18
288,NI,F&P,87760.01637,-0.551440209,7389,2017,May,2017-May,19
343,NI,T&R,448407.6824,0.544737119,3492,2015,November,2015-November,1
343,NI,T&R,205635.6428,0.544737119,3492,2015,December,2015-December,2
343,NI,T&R,484958.5934,0.544737119,3492,2016,February,2016-February,4
343,NI,T&R,1431507.531,0.544737119,3492,2016,March,2016-March,5
343,NI,T&R,768034.631,0.544737119,3492,2016,April,2016-April,6
345,NI,T&R,333279.9642,1.528726399,3492,2015,November,2015-November,1
345,NI,T&R,152606.1109,1.528726399,3492,2015,December,2015-December,2
345,NI,T&R,31157.03041,1.528726399,3492,2016,February,2016-February,4
345,NI,T&R,5960.095544,1.528726399,3492,2016,May,2016-May,7
345,NI,T&R,160315.8924,1.528726399,3492,2016,October,2016-October,12
345,NI,T&R,390264.9207,1.528726399,3492,2016,November,2016-November,13
345,NI,T&R,443107.3802,1.528726399,3492,2016,December,2016-December,14
345,NI,T&R,455673.0865,1.528726399,3492,2017,January,2017-January,15
345,NI,T&R,383758.5273,1.528726399,3492,2017,February,2017-February,16
345,NI,T&R,323273.2877,1.528726399,3492,2017,March,2017-March,17
345,NI,T&R,326228.9632,1.528726399,3492,2017,April,2017-April,18
345,NI,T&R,348046.9064,1.528726399,3492,2017,May,2017-May,19
348,NI,T&R,370808.7698,0.84524383,7687,2015,November,2015-November,1
348,NI,T&R,677045.2802,0.84524383,7687,2015,December,2015-December,2
348,NI,T&R,721593.4079,0.84524383,7687,2016,January,2016-January,3
348,NI,T&R,395585.217,0.84524383,7687,2016,February,2016-February,4
348,NI,T&R,824115.8121,0.84524383,7687,2016,March,2016-March,5
348,NI,T&R,818060.2781,0.84524383,7687,2016,April,2016-April,6
348,NI,T&R,934559.5094,0.84524383,7687,2016,May,2016-May,7
348,NI,T&R,845339.0627,0.84524383,7687,2016,June,2016-June,8
348,NI,T&R,867958.2631,0.84524383,7687,2016,July,2016-July,9
348,NI,T&R,851779.6862,0.84524383,7687,2016,August,2016-August,10
348,NI,T&R,867972.7039,0.84524383,7687,2016,September,2016-September,11
348,NI,T&R,891328.3882,0.84524383,7687,2016,October,2016-October,12
348,NI,T&R,843278.8333,0.84524383,7687,2016,November,2016-November,13
348,NI,T&R,910953.5169,0.84524383,7687,2016,December,2016-December,14
348,NI,T&R,921490.5311,0.84524383,7687,2017,January,2017-January,15
348,NI,T&R,834912.7618,0.84524383,7687,2017,February,2017-February,16
348,NI,T&R,907723.5779,0.84524383,7687,2017,March,2017-March,17
348,NI,T&R,878341.2414,0.84524383,7687,2017,April,2017-April,18
348,NI,T&R,871631.0551,0.84524383,7687,2017,May,2017-May,19
361,NI,T&R,331192.5368,-0.072595609,0,2015,November,2015-November,1
361,NI,T&R,622768.1351,-0.072595609,0,2015,December,2015-December,2
361,NI,T&R,730271.9986,-0.072595609,0,2016,January,2016-January,3
361,NI,T&R,269971.7995,-0.072595609,0,2016,February,2016-February,4
361,NI,T&R,769409.0092,-0.072595609,0,2016,March,2016-March,5
361,NI,T&R,817480.4244,-0.072595609,0,2016,April,2016-April,6
361,NI,T&R,1092527.257,-0.072595609,0,2016,May,2016-May,7
361,NI,T&R,624272.457,-0.072595609,0,2016,June,2016-June,8
361,NI,T&R,769081.6256,-0.072595609,0,2016,July,2016-July,9
361,NI,T&R,24874.11476,-0.072595609,0,2016,August,2016-August,10
361,NI,T&R,194829.631,-0.072595609,0,2017,February,2017-February,16
361,NI,T&R,784974.399,-0.072595609,0,2017,March,2017-March,17
361,NI,T&R,765645.8577,-0.072595609,0,2017,April,2017-April,18
361,NI,T&R,751144.758,-0.072595609,0,2017,May,2017-May,19
370,CB,T&R,43799.72718,-0.595282627,1098,2015,November,2015-November,1
370,CB,T&R,1315.181935,-0.595282627,1098,2015,December,2015-December,2
370,CB,T&R,3572.540495,-0.595282627,1098,2016,February,2016-February,4
370,CB,T&R,3225.62623,-0.595282627,1098,2016,March,2016-March,5
370,CB,T&R,13599.23246,-0.595282627,1098,2016,April,2016-April,6
370,CB,T&R,77532.92239,-0.595282627,1098,2016,May,2016-May,7
370,CB,T&R,29264.48914,-0.595282627,1098,2016,June,2016-June,8
370,CB,T&R,30135.64014,-0.595282627,1098,2016,July,2016-July,9
370,CB,T&R,29623.48259,-0.595282627,1098,2016,August,2016-August,10
370,CB,T&R,172194.1327,-0.595282627,1098,2016,September,2016-September,11
370,CB,T&R,25008.7498,-0.595282627,1098,2016,October,2016-October,12
370,CB,T&R,45560.61796,-0.595282627,1098,2016,November,2016-November,13
370,CB,T&R,382064.8452,-0.595282627,1098,2016,December,2016-December,14
370,CB,T&R,129949.8318,-0.595282627,1098,2017,January,2017-January,15
370,CB,T&R,38643.73665,-0.595282627,1098,2017,February,2017-February,16
370,CB,T&R,358499.6553,-0.595282627,1098,2017,March,2017-March,17
370,CB,T&R,6659.98082,-0.595282627,1098,2017,April,2017-April,18
370,CB,T&R,6980.80404,-0.595282627,1098,2017,May,2017-May,19
378,OX,F&P,12179.07906,-0.483590582,6373,2015,November,2015-November,1
378,OX,F&P,29657.39357,-0.483590582,6373,2015,December,2015-December,2
378,OX,F&P,29373.26879,-0.483590582,6373,2016,January,2016-January,3
378,OX,F&P,25272.15184,-0.483590582,6373,2016,February,2016-February,4
378,OX,F&P,36255.81783,-0.483590582,6373,2016,March,2016-March,5
378,OX,F&P,29126.52884,-0.483590582,6373,2016,April,2016-April,6
378,OX,F&P,28008.72213,-0.483590582,6373,2016,May,2016-May,7
378,OX,F&P,32562.19564,-0.483590582,6373,2016,June,2016-June,8
378,OX,F&P,32909.87465,-0.483590582,6373,2016,July,2016-July,9
378,OX,F&P,31470.55831,-0.483590582,6373,2016,August,2016-August,10
378,OX,F&P,36364.23387,-0.483590582,6373,2016,September,2016-September,11
378,OX,F&P,43702.87796,-0.483590582,6373,2016,October,2016-October,12
378,OX,F&P,39298.94381,-0.483590582,6373,2016,November,2016-November,13
378,OX,F&P,43968.31032,-0.483590582,6373,2016,December,2016-December,14
378,OX,F&P,32502.3799,-0.483590582,6373,2017,January,2017-January,15
378,OX,F&P,29597.57783,-0.483590582,6373,2017,February,2017-February,16
378,OX,F&P,29347.0994,-0.483590582,6373,2017,March,2017-March,17
378,OX,F&P,19589.65616,-0.483590582,6373,2017,April,2017-April,18
378,OX,F&P,41381.2794,-0.483590582,6373,2017,May,2017-May,19
403,NI,T&R,338283.1465,-0.04274655,0,2015,November,2015-November,1
403,NI,T&R,667970.7738,-0.04274655,0,2015,December,2015-December,2
403,NI,T&R,628664.6576,-0.04274655,0,2016,January,2016-January,3
403,NI,T&R,257122.1659,-0.04274655,0,2016,February,2016-February,4
403,NI,T&R,450102.2538,-0.04274655,0,2016,March,2016-March,5
440,NI,F&P,1482598.977,0.39379728,6374,2015,November,2015-November,1
440,NI,F&P,389381.6534,0.39379728,6374,2015,December,2015-December,2
440,NI,F&P,760620.8956,0.39379728,6374,2016,February,2016-February,4
440,NI,F&P,2829250.657,0.39379728,6374,2016,March,2016-March,5
440,NI,F&P,2726950.09,0.39379728,6374,2016,April,2016-April,6
440,NI,F&P,2744620.582,0.39379728,6374,2016,May,2016-May,7
440,NI,F&P,2996314.938,0.39379728,6374,2016,June,2016-June,8
440,NI,F&P,2829102.581,0.39379728,6374,2016,July,2016-July,9
440,NI,F&P,3053047.594,0.39379728,6374,2016,August,2016-August,10
440,NI,F&P,2512314.65,0.39379728,6374,2016,September,2016-September,11
440,NI,F&P,377481.3392,0.39379728,6374,2016,October,2016-October,12
440,NI,F&P,3174320.043,0.39379728,6374,2016,November,2016-November,13
440,NI,F&P,2421271.527,0.39379728,6374,2016,December,2016-December,14
440,NI,F&P,2257803.225,0.39379728,6374,2017,January,2017-January,15
440,NI,F&P,2530709.875,0.39379728,6374,2017,February,2017-February,16
440,NI,F&P,3028976.094,0.39379728,6374,2017,March,2017-March,17
440,NI,F&P,2472929.847,0.39379728,6374,2017,April,2017-April,18
440,NI,F&P,1566676.071,0.39379728,6374,2017,May,2017-May,19
441,CB,F&P,101055.9576,-0.596043488,6374,2015,November,2015-November,1
